cluster;id;author;volume;title;institution;venue;address;publisher;year;pages;editor;note;month;class
208;16723;kautz, h., m. kearns, and b. selman.;;reasoning with characteristic models.;;in proceedings of the national conference on artificial intelligence,;;;1993.;pages 34-39.;;;;kautz1993
219;16734;kautz, h., m. kearns, and b. selman.;;horn approximations of empirical data.;;artificial intelligence. forthcoming.;;;1994.;;;;;kautz1995
219;16735;kautz, h., m. kearns, and b. selman.;74;horn approximations of empirical data.;;artificial intelligence,;;;1995.;129-145.,;;;kautz1995;kautz1995
219;16739;kautz, henry a., kearns, michael j. and selman, bart ppear.;;horn approximations of empirical data.;;artificial intelligence.;;;;;;;;kautz1995
208;16726;kautz, henry, kearns, michael and selman,;;bart 1993. reasoning with characteristic models.;at&t bell laboratories,;technical report,;murray hill, nj.;;;;;;;kautz1993
334;17102;kearns and valiant.;41(1);cryptographic limitations on learning boolean formulae and finite automata.;;journal of the acm,;;;1994.;67-95,;;;;kearns1994cryp
293;16882;kearns m. j.:;;the computational complexity of machine learning,;;;;mit press,;1989;;;;kearns1990;kearns1990
324;16908;kearns, m.;;oblivious pac learning of concepts hierarchies.;;in proc. of the national conference on artificial intelligence (1992),;;;1992.;pp. 215-222.;;;;kearns1992a
324;16909;kearns, m.;;oblivious pac learning of concepts hierarchies.;;in proceedings of the national conference on artificial intelligence,;;;1992.;215-222.,;;;kearns1992a;kearns1992a
324;16910;kearns, m.;;oblivious pac learning of concepts hierarchies.;;in proceedings of the national conference on artificial intelligence,;;;1992.;pages 215-222.;;;;kearns1992a
254;16965;kearns, m.;;efficient noise-tolerant learning from statistical queries,;;in proceedings of the twenty-fifth annual acm symposium on the theory of computing, acm,;new york,;;(1993),;pp. 392-401.;;;;kearns1993b
254;16966;kearns, m.;;efficient noise-tolerant learning from statistical queries.;;in proceedings of the twenty-fifth annual acm symposium on theory of computing,;;;(1993).;pages 392-401.;;;;kearns1993b
254;16967;kearns, m.;;efficient noise-tolerant learning from statistical queries.;;proceedings of the 25th annual acm symposium on theory of computing (pp.;new york, ny:;acm press.;(1993).;392-401).;;;;kearns1993b
254;16968;kearns, m.;;efficient noise-tolerant learning from statistical queries.;;in proc. 25th annu. acm sympos. theory comput. (1993).;new york, ny,;acm press,;1993.;pp. 392-401.;;;;kearns1993b
254;17005;kearns, m.;;efficient noise-tolerant learning from statistical queries.;;in proc. 25th annual acm symp. theory of computing,;;;1993.;pages 392-401,;;;;kearns1993b
331;16866;kearns, m.;;the computational complexity of machine learning.;;;;the mit press.;(1990).;;;;;kearns1990
331;16872;kearns, m.;;the computational complexity of machine learning.;;;;the mit press.;(1990).;;;;;kearns1990
331;16874;kearns, m.;;the computational complexity of machine learning.;;;cambridge, ma:;mit press.;(1990.),;;;;kearns1990;kearns1990
331;16877;kearns, m.;;the computational complexity of machine learning.;;;;the mit press.;(1990).;;;;;kearns1990
251;17135;kearns, m.;;a bound on the error of cross validation using the approximation and estimation rates, with consequences for training-test split neural information processing 8,;;;;morgan kaufmann,;(1996).;pp. 183-189.;ed: d.s. touretzky, m,c. mozer and m.e. hasselmo.;;;kearns1996a
251;17136;kearns, m.;;a bound on the error of cross validation using the approximation and estimation rates, with consequences for the training-test split.;;advances in neural information processing systems, number 8 in nips.;;mit press.;(1996).;;in touretzky, d. s., mozer, m. c., and hasselmo, m. e., editors,;;;kearns1996a
230;17122;kearns, m. & h.s.;18;seung (1995), learning from a population of hypotheses,;;machine learning,;;kluwer academic publishers.;;pp. 255-276,;;;;kearns1993b
233;16942;kearns, m. & li, m.;22;learning in the presence of malicious errors.;;siam journal on computing,;;;(1993).;807-837.,;;;kearns1993a;kearns1993a
234;16885;kearns, m. & schapire, r.;;efficient distribution-free learning of probabilistic concepts.;;proceedings of the 31st annual symposium on the foundations of computer science (pp.;;ieee computer society press.;(1990).;382-391).;;;;kearns1990c
236;16820;kearns, m. & valiant, l.;;cryptographic limitations on learning boolean for mulae and finite automata.;;in proceedings of the 21st annual acm symposium on theory of computing.;;acm press.;(1989).;;;;;kearns1989
236;17084;kearns, m. & valiant, l. g.;41(1);cryptographic limitations on learning boolean formulae and finite automata.;;journal of the acm,;;;(1994).;67-95.,;;;kearns1994cryp;kearns1994cryp
236;17085;kearns, m. & valiant, l. g.;41;cryptographic limitations on learning boolean formulae and finite automata.;;journal of the association for computing machinery,;;;(1994).;67-95.,;;;kearns1994cryp;kearns1994cryp
236;16835;kearns, m. & valiant, l. g.;;cryptographic limitations on learning boolean formulae and finite automata.;;in proceedings of the twenty first annual acm symposium on theory of computing (pp.;seattle, wa:;acm press.;(1989).;433-444).;;;;kearns1989
236;17086;kearns, m. & valiant, l.g.;41;cryptographic limitations on learning boolean formulae and finite automata.;;journal of the acm,;;;(1994).;67-95.,;;;kearns1994cryp;kearns1994cryp
247;17029;kearns, m. & vazirani, u.;;an introduction to computational learning theory,;;;;mit press.;(1994),;;;;;kearns1994b
247;17030;kearns, m. & vazirani, u.;;an introduction to computational learning theory.;;;cam-bridge, ma:;mit press.;(1994).;;;;;kearns1994b
247;17031;kearns, m. & vazirani, u.;;an introduction to computational learning theory.;;;cambridge, ma.;the mit press,;(1994).;;;;;kearns1994b
300;16791;kearns, m. and li, m.;;learning in the presence of malicious errors.;;in proceedings of the twentieth annual acm symposium on theory of computing (chicago,;illinois,;;1988),;pp. 267-280.;;;may;kearns1988
326;17160;kearns, m. and ron, d.;;testing problems with sub-learning sample complexity.;;to appear in proceedings of the eleventh annual acm conference on computational learning theory.;;;1998.;;;;;kearns1998
334;16822;kearns, m. and valiant, l. g.,;;cryptographic limitations on learning boolean formulae and finite automata,;;in proceedings of 21 st annual acm symposium on theory of computing,;;assoc. com-put. mach.,;1989.;;;;;kearns1989
340;17051;kearns, m. and vazirani, u.;;introduction to computational learning theory.;;;cambridge, ma,;mit press,;1994.;;;;;kearns1994b
340;17069;kearns, m. and vazirani, u.;;an introduction to computational learning theory.;;;;mit,;1994.;;;;;kearns1994b
342;17145;kearns, m. and y.;;mansour (1996). on the boosting ability of top-down decision tree learning algorithms.;;to appear in proceedings of the 28th acm symposium on the theory of computing.;new york, ny.;acm press:;;;;;;kearns1996b
271;16969;kearns, m. j.;;efficient noise-tolerant learning from statistical queries.;;in proceedings of the twenty fifth annual acm symposium on theory of computing (stoc-93),;;;1993.;pages 392-401.;;;;kearns1993b
293;16864;kearns, m. j.;;the computational complexity of machine learning,;;;cambridge, mas-sachusetts, usa.;mit press,;(1990).;;;;;kearns1990
267;17138;kearns, m. j.;;a bound on the error of cross validation using the approximation and estimation rates, with consequences for the training-test split.;;in advances in neural information processing systems 8,;;morgan kaufmann.;(1996).;pages 183-189.;;;;kearns1996a
267;17143;kearns, m. j.;;a bound on the error of cross validation using the approxima-tion and estimation rates, with consequences for the training-test split.;;in advances in neural information processing systems 8,;;morgan kaufmann.;(1996).;pages 183-189.;;;;kearns1996a
267;17144;kearns, m. j.;;a bound on the error of cross validation using the approximation and estimation rates, with consequences for the training-test split.;;in advances in neural information processing systems 8,;;morgan kaufmann.;(1996).;pages 183-189.;;;;kearns1996a
257;16886;kearns, m. j. & schapire, r. e.;;efficient distribution-free learning of probabilistic concepts.;;31st annual symposium on foundations of computer science (pp.;;;(1990).;382-391).;;to appear, journal of computer and system sciences.;;kearns1990c
247;17032;kearns, m. j. & vazirani, u. v.;;an introduction to computational learning theory.;;;cambridge, massachusetts:;mit press.;(1994).;;;;;kearns1994b
247;17033;kearns, m. j. & vazirani, u. v.;;an introduction to computational learning theory.;;;cambridge, ma.;mit press,;(1994).;;;;;kearns1994b
273;16789;kearns, m. j. and li, m.;;learning in the presence of malicious errors.;;in proceedings stoc-88.;;;(1988).;;;;;kearns1988
273;16790;kearns, m. j. and li, m.;;learning in the presence of malicious errors.;;in proceedings of the twentieth annual acm symposium on theory of computing (stoc-88),;;;1988.;pages 267-280.;;;;kearns1988
285;16887;kearns, m. j. and r. e. schapire.;volume i,;efficient distribution-free learning of probabilistic concepts.;;in proceedings of the thirty-first annual symposium on foundations of computer science,;;ieee.;1990.;pages 382-391.;;;;kearns1990c
287;17152;kearns, m. j. and ron, d.;;algorithmic stability and sanity-check bounds for leave-one-out cross-validation.;;in proceedings of the tenth annual conference on computational learning theory.;;morgan kaufmann.;(1997).;;;;;kearns1997a
285;16888;kearns, m. j. and schapire, r. e.;;efficient distribution-free learning of probabilistic concepts.;;in proceedings focs-90.;;;(1990).;;;;;kearns1990c
294;16821;kearns, m. j. and valiant, l. g.;;cryptographic limitations on learning boolean formulae and finite automata.;;in proceedings of the twenty first annual acm symposium on theory of computing (stoc-89),;;;1989.;pages 433-444.;;;;kearns1989
247;17034;kearns, m. j., & vazirani, u. v.;;an introduction to computational learning theory.;;;;;(1994).;;;;;kearns1994b
247;17035;kearns, m. j., & vazirani, u. v.;;an introduction to computational learning theory.;;;cam-bridge, ma:;mit press.;(1994).;;;;;kearns1994b
247;17036;kearns, m. j., & vazirani, u. v.;;an introduction to computational learning theory.;;;cam-bridge, ma:;mit press.;(1994).;;;;;kearns1994b
247;17037;kearns, m. j., & vazirani, u. v.;;an introduction to computational learning theory.;;;cambridge, ma:;mit press.;(1994).;;;;;kearns1994b
285;17072;kearns, m. j., and schapire, r. e.;;efficient distribution-free learning of probabilistic concepts.;;jcss 48(3):;;;(1994).;464-497.,;;;kearns1994c;kearns1994c
294;17087;kearns, m. j., and valiant, l.;41;cryptographic limitations on learning boolean formulae and finite automata.;;j. of the assoc. computing mach.;;;(1994).;;;;;kearns1994cryp
297;17067;kearns, m. j., and vazirani, u. v.;;an introduction to computational learning theory.;;;cambridge, mas-sachusetts:;mit press.;1994.;;;;;kearns1994b
275;16749;kearns, m. j., li, m., pitt, l., and valiant, l.;;on the learnability of boolean formulae.;;in proceedings of the nineteenth annual acm symposium on theory of computing (stoc-87),;;;1987a.;pages 285-295.;;;;kearns1987
277;16783;kearns, m. j., li, m., pitt, l., and valiant, l.;;recent results on boolean concept learning.;;in proceedings of the fourth international conference on machine learning (ml-87),;;;1987b.;pages 337-352.;;;;kearns1987b
278;17153;kearns, m. j., mansour, y., ng, a. y., and ron, d.;27(1);an experimental and theoretical comparison of model selection methods.;;machine learning journal,;;;(1997).;7-50.,;;;kearns1997a;kearns1997a
278;17134;kearns, m. j., mansour, y., ng, a. y., and ron, d.;;an experimental and theoretical comparison of model selection methods.;;in proceedings of the eighth acm conference on computational learning theory,;;acm press.;(1995).;pages 21-30.;;;;kearns1995b
